# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0051224	BP	e	negative regulation of protein transport	3/273	6/19370	5.366903690330173e-05	7	3	0.020699476670642186	11060, 54602, 80762
GO:0036258	BP	e	multivesicular body assembly	5/273	30/19370	5.7244262972329394e-05	8	5	0.021409354351651196	5119, 8027, 9146, 9525, 10254
GO:0032729	BP	e	positive regulation of interferon-gamma production	7/273	72/19370	6.896157354220636e-05	8	7	0.025033051195820905	3113, 3394, 3965, 7124, 7292, 9636, 51284
GO:0043525	BP	e	positive regulation of neuron apoptotic process	6/273	51/19370	7.847922959301758e-05	8	6	0.027674018618200655	998, 1522, 2896, 2931, 6348, 7124
GO:0006689	BP	e	ganglioside catabolic process	3/273	7/19370	9.294074439739977e-05	9	3	0.03018617545665021	2760, 3074, 4758
GO:1903361	BP	e	protein localization to basolateral plasma membrane	3/273	7/19370	9.294074439739977e-05	6	3	0.03018617545665021	8825, 10890, 55327
GO:0002486	BP	e	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	3/273	7/19370	9.294074439739977e-05	7	3	0.03018617545665021	3107, 3133, 3135
GO:0006826	BP	e	iron ion transport	4/273	18/19370	0.0001010766976640443	8	4	0.03198688724537525	567, 2495, 2512, 7037
GO:0006879	BP	e	cellular iron ion homeostasis	6/273	55/19370	0.00012051882387386041	10	6	0.037186083106279626	2495, 2512, 7037, 8031, 28982, 80762
GO:0006954	BP	e	inflammatory response	16/273	386/19370	0.00012626292449669524	4	16	0.038008219857029575	658, 958, 1236, 3627, 3965, 4065, 4282, 6348, 7124, 7128, 7292, 11315, 29110, 51284, 81793, 259230
GO:0006013	BP	e	mannose metabolic process	3/273	8/19370	0.00014715448171706596	6	3	0.041276832121637005	4122, 4124, 4125
GO:2000643	BP	e	positive regulation of early endosome to late endosome transport	3/273	8/19370	0.00014715448171706596	8	3	0.041276832121637005	7430, 23011, 25930
GO:1902966	BP	e	positive regulation of protein localization to early endosome	3/273	8/19370	0.00014715448171706596	8	3	0.041276832121637005	4248, 6653, 7430
GO:0007041	BP	e	lysosomal transport	4/273	20/19370	0.00015652321261114155	5	4	0.04292909977881575	2896, 3482, 4074, 5660
GO:0006357	BP	p	regulation of transcription by RNA polymerase II	5/273	1594/19370	1.0725603641379944e-05	10	5	0.006967126323258487	3394, 5216, 7124, 10553, 10856
GO:0042613	CC	e	MHC class II protein complex	7/273	17/19370	8.060322290911958e-08	5	7	7.767563439689018e-05	567, 3108, 3109, 3112, 3113, 3117, 3122
GO:0071556	CC	e	integral component of lumenal side of endoplasmic reticulum membrane	7/273	28/19370	9.403022355559983e-08	6	7	7.767563439689018e-05	811, 3107, 3113, 3117, 3122, 3133, 3135
GO:0001772	CC	e	immunological synapse	8/273	43/19370	1.329303497950203e-07	2	8	7.767563439689018e-05	214, 490, 3122, 3932, 4627, 5795, 7430, 259307
GO:1904813	CC	e	ficolin-1-rich granule lumen	14/273	124/19370	1.893974159691617e-07	5	14	8.300341754848513e-05	226, 427, 1509, 1512, 1522, 1938, 2495, 3837, 4282, 5315, 5683, 7415, 9961, 10213
GO:0045121	CC	e	membrane raft	16/273	240/19370	3.235632923824394e-07	4	16	0.0001007736968989371	490, 930, 962, 1509, 1938, 3932, 4067, 5045, 5230, 5538, 7124, 7416, 10211, 10376, 11315, 55361
GO:0001931	CC	e	uropod	5/273	12/19370	3.9163802289651084e-07	4	5	0.0001007736968989371	2319, 3384, 4627, 7430, 10211
GO:0005764	CC	e	lysosome	29/273	275/19370	4.024049505376838e-07	7	29	0.0001007736968989371	427, 811, 1075, 1509, 1512, 1522, 2517, 2717, 2896, 3112, 3122, 4125, 4126, 4758, 5538, 5641, 5660, 7128, 7805, 7879, 9146, 9476, 10159, 10437, 11337, 51284, 53373, 128338, 259307
GO:0005925	CC	e	focal adhesion	31/273	418/19370	5.51045917588889e-07	5	31	0.00010465600592527393	81, 102, 214, 375, 567, 811, 998, 2319, 3482, 3676, 3695, 3716, 3936, 4627, 5216, 6122, 6124, 6129, 6156, 6176, 6207, 6235, 7094, 7171, 7430, 9902, 10211, 10525, 10890, 23011, 23521
GO:0035578	CC	e	azurophil granule lumen	10/273	91/19370	6.178262864569629e-07	7	10	0.00010465600592527393	1075, 2512, 2517, 2717, 2760, 2896, 3074, 4125, 7415, 387921
GO:0009986	CC	e	cell surface	37/273	578/19370	7.374045256034706e-07	2	37	0.00010465600592527393	102, 811, 931, 958, 1015, 1235, 1236, 1522, 1829, 2826, 3107, 3108, 3113, 3122, 3133, 3482, 3560, 3561, 3676, 3695, 4040, 4282, 4316, 4851, 5045, 5795, 6653, 7037, 7094, 7124, 7292, 8795, 9601, 23071, 54495, 56650, 388512
GO:0031901	CC	e	early endosome membrane	14/273	167/19370	7.381130123261459e-07	7	14	0.00010465600592527393	567, 3107, 3122, 3133, 3135, 4040, 6653, 8027, 9146, 10254, 23011, 53373, 55361, 222236
GO:0012507	CC	e	ER to Golgi transport vesicle membrane	8/273	54/19370	8.341647343272209e-07	7	8	0.00010465600592527393	567, 3107, 3113, 3117, 3122, 3133, 3135, 9632
GO:0010008	CC	e	endosome membrane	18/273	227/19370	8.498950153910711e-07	6	18	0.00010465600592527393	338, 1509, 3112, 3113, 3117, 3482, 5045, 6653, 7037, 7879, 9375, 9525, 10159, 26872, 51284, 53373, 54741, 80762
GO:0043202	CC	e	lysosomal lumen	14/273	95/19370	9.245469671694031e-07	6	14	0.00010465600592527393	338, 427, 1509, 2517, 2717, 2760, 3074, 4125, 4126, 4758, 5538, 5641, 5660, 10437
GO:0000139	CC	e	Golgi membrane	42/273	587/19370	9.76927549198256e-07	5	42	0.00010465600592527393	102, 375, 567, 998, 2589, 2650, 2683, 2734, 3107, 3113, 3117, 3122, 3133, 3135, 4121, 4122, 4124, 4245, 4248, 4249, 4851, 5045, 5768, 6480, 6653, 7357, 7903, 8702, 10652, 10890, 11226, 11337, 11345, 26154, 51284, 54602, 54741, 79158, 79932, 80762, 222236, 259230
GO:0009897	CC	e	external side of plasma membrane	22/273	294/19370	1.0199515631955112e-06	3	22	0.00010465600592527393	214, 567, 811, 930, 931, 958, 969, 1235, 1236, 2208, 2683, 2826, 3133, 3135, 3560, 3561, 3627, 4065, 7037, 7124, 10159, 10211
GO:0005768	CC	e	endosome	24/273	295/19370	1.0687975216098775e-06	7	24	0.00010465600592527393	2319, 2896, 3482, 3560, 3561, 3716, 4074, 6653, 7037, 7430, 9146, 9375, 9525, 10211, 10652, 10890, 23011, 25930, 26872, 51284, 53373, 54741, 55300, 55361
GO:0043231	CC	e	intracellular membrane-bounded organelle	39/273	844/19370	1.1282085066956175e-06	4	39	0.00010465600592527393	102, 338, 490, 958, 1075, 1512, 1829, 2319, 2597, 2760, 3108, 3109, 3113, 4067, 4125, 4758, 5538, 5547, 5660, 5685, 5768, 6782, 7037, 7415, 8027, 8878, 9146, 10254, 10437, 22934, 23193, 25930, 26154, 29110, 53838, 54602, 55890, 128338, 643246
GO:0005765	CC	e	lysosomal membrane	21/273	330/19370	1.1343206574901339e-06	7	21	0.00010465600592527393	1509, 2896, 3108, 3109, 3112, 3113, 3117, 3122, 4067, 4074, 4758, 5660, 7805, 7879, 9741, 10159, 10211, 53373, 55361, 128338, 221955
GO:0022626	CC	e	cytosolic ribosome	9/273	76/19370	1.2013027455863994e-06	6	9	0.0001052941856506479	6122, 6124, 6129, 6147, 6156, 6176, 6207, 6230, 23521
GO:0005887	CC	e	integral component of plasma membrane	47/273	1400/19370	1.3523080422968564e-06	4	47	0.00011288552372125663	214, 490, 658, 930, 931, 953, 958, 969, 1235, 1439, 2208, 2826, 3107, 3113, 3117, 3122, 3384, 3386, 3459, 3482, 3560, 3561, 4065, 4074, 5795, 6402, 6526, 6653, 7037, 7124, 7292, 7805, 8743, 9375, 10507, 10652, 10857, 11322, 26872, 55361, 55890, 57205, 81539, 81793, 151888, 259230, 286530
GO:0005802	CC	e	trans-Golgi network	13/273	181/19370	1.832853859883937e-06	4	13	0.00014011681487386895	102, 375, 2650, 2896, 3482, 4074, 4924, 5045, 6653, 10890, 23011, 55300, 55361
GO:0016020	CC	e	membrane	86/273	2116/19370	1.8478707730431005e-06	2	86	0.00014011681487386895	102, 163, 226, 490, 567, 811, 953, 962, 998, 1075, 1362, 1656, 1938, 2319, 2512, 2589, 2597, 2683, 2734, 2896, 3074, 3107, 3108, 3117, 3135, 3384, 3482, 3560, 3561, 3676, 3695, 3716, 3837, 3959, 4074, 4121, 4124, 4245, 4249, 4522, 4627, 4758, 4924, 5045, 5216, 5230, 5272, 5518, 5538, 6124, 6129, 6156, 6207, 6653, 7037, 7171, 7357, 7416, 7430, 8775, 9375, 9780, 9902, 9961, 10211, 10478, 10525, 10528, 10553, 10856, 10857, 11060, 23193, 23521, 23788, 26872, 51726, 54928, 55300, 55361, 55830, 57515, 57674, 64397, 81793, 259230
GO:0005794	CC	e	Golgi apparatus	44/273	985/19370	1.9183134951356848e-06	5	44	0.00014011681487386895	102, 213, 567, 811, 1075, 1453, 2589, 2683, 2717, 2734, 2896, 3107, 3482, 4040, 4067, 4121, 4245, 4249, 5272, 5538, 5768, 6653, 8676, 8702, 9375, 9741, 10652, 10890, 10963, 11226, 11322, 11345, 23193, 53838, 54602, 54741, 54928, 55830, 57613, 79158, 79932, 80762, 128338, 222236
GO:0005576	CC	e	extracellular region	61/273	1840/19370	2.0430929582194955e-06	2	61	0.00014326167823035103	81, 213, 226, 338, 427, 567, 811, 829, 1075, 1278, 1509, 1512, 1522, 1938, 2495, 2512, 2517, 2589, 2717, 2760, 2896, 3074, 3386, 3627, 3837, 3959, 4040, 4061, 4125, 4282, 4316, 4758, 4851, 5045, 5315, 5538, 5641, 5660, 5683, 5768, 6348, 6480, 7037, 7076, 7094, 7124, 7415, 8743, 9214, 9636, 9961, 10213, 10437, 10525, 10653, 23071, 80762, 84467, 219972, 259307, 387921
GO:0042612	CC	e	MHC class I protein complex	4/273	8/19370	2.5845155382583546e-06	5	4	0.00017068099168393705	567, 3107, 3133, 3135
GO:0070062	CC	e	extracellular exosome	132/273	2095/19370	2.731679120192778e-06	6	132	0.00017068099168393705	81, 102, 213, 214, 226, 338, 375, 427, 483, 490, 567, 811, 829, 930, 931, 953, 958, 962, 998, 1075, 1278, 1362, 1509, 1512, 1522, 1642, 1829, 1938, 2208, 2319, 2495, 2512, 2517, 2597, 2683, 2717, 2734, 2760, 2896, 3074, 3094, 3107, 3122, 3133, 3482, 3676, 3695, 3837, 3932, 3936, 3959, 4065, 4067, 4121, 4124, 4125, 4245, 4249, 4282, 4316, 4522, 4627, 4758, 4924, 5045, 5119, 5216, 5230, 5272, 5315, 5351, 5518, 5538, 5547, 5641, 5660, 5683, 5685, 5768, 5795, 6122, 6124, 6147, 6156, 6207, 6230, 6234, 6235, 6653, 6767, 6782, 7037, 7076, 7094, 7128, 7171, 7415, 7416, 7430, 7453, 7879, 8743, 8775, 8825, 8878, 9146, 9375, 9476, 9525, 9961, 10159, 10211, 10434, 10525, 10575, 10752, 10768, 10856, 10890, 11060, 11315, 11322, 23011, 23071, 23193, 25930, 55890, 56670, 59342, 80146, 81539, 222236
GO:0033565	CC	e	ESCRT-0 complex	3/273	3/19370	2.7693589196008816e-06	3	3	0.00017068099168393705	8027, 9146, 10254
GO:0048471	CC	e	perinuclear region of cytoplasm	27/273	708/19370	2.9048618488583955e-06	2	27	0.00017068099168393705	81, 375, 811, 1453, 1656, 2319, 2589, 2597, 3482, 3936, 4067, 4074, 4245, 5641, 6526, 6772, 7037, 7415, 7430, 7805, 9961, 10890, 11226, 11315, 11337, 54602, 80762
GO:0005615	CC	e	extracellular space	44/273	1492/19370	2.9430525919124822e-06	2	44	0.00017068099168393705	81, 213, 226, 338, 427, 567, 811, 931, 1075, 1278, 1362, 1509, 1512, 1522, 1642, 2650, 2683, 2896, 3133, 3135, 3627, 3936, 3959, 3965, 4125, 4242, 4282, 4316, 4924, 5230, 5272, 5660, 5768, 6348, 6653, 7037, 7076, 7124, 7292, 7430, 9476, 9601, 10507, 145864
GO:0005886	CC	e	plasma membrane	112/273	4469/19370	3.0183175939543916e-06	3	112	0.00017068099168393705	102, 163, 338, 375, 483, 490, 567, 658, 930, 931, 953, 958, 962, 998, 1015, 1235, 1236, 1362, 1439, 1453, 1522, 1829, 1938, 2208, 2319, 2597, 2683, 2734, 2826, 2896, 3094, 3107, 3113, 3117, 3122, 3133, 3135, 3384, 3386, 3459, 3482, 3560, 3561, 3676, 3695, 3783, 3932, 3936, 4040, 4061, 4067, 4074, 4126, 4282, 4627, 4758, 4851, 5045, 5547, 5660, 5795, 6402, 6526, 6653, 7037, 7094, 7124, 7292, 7416, 7430, 7879, 8676, 8775, 8795, 8825, 9214, 9780, 9900, 10019, 10052, 10159, 10211, 10434, 10507, 10653, 10752, 10857, 10890, 11315, 11322, 11337, 26154, 26872, 28982, 50615, 51284, 53838, 54495, 55300, 55327, 55361, 55890, 56670, 57205, 57515, 79037, 79932, 81539, 81793, 151888, 221955, 259230
GO:0030669	CC	e	clathrin-coated endocytic vesicle membrane	8/273	69/19370	5.585504981095992e-06	8	8	0.00030598094474566486	163, 338, 3113, 3117, 3122, 3482, 4074, 7037
GO:0005788	CC	e	endoplasmic reticulum lumen	16/273	306/19370	7.705353941550122e-06	5	16	0.0004093177411981019	102, 213, 338, 567, 811, 1075, 1278, 1522, 4924, 5768, 7076, 9601, 10525, 23071, 23193, 51726
GO:0033116	CC	e	endoplasmic reticulum-Golgi intermediate compartment membrane	8/273	75/19370	1.0477765097227376e-05	5	8	0.0005402212416305761	811, 1075, 1453, 1522, 2589, 4245, 9780, 10652
GO:1904724	CC	e	tertiary granule lumen	7/273	55/19370	1.1646397714157985e-05	5	7	0.0005737817899467683	226, 427, 567, 1509, 1512, 2495, 5768
GO:0044754	CC	e	autolysosome	4/273	11/19370	1.178331114551264e-05	9	4	0.0005737817899467683	2495, 2512, 8031, 8878
GO:0022625	CC	e	cytosolic large ribosomal subunit	7/273	56/19370	1.3151390609777418e-05	5	7	0.0006230915605118869	6122, 6124, 6129, 6147, 6156, 6176, 23521
GO:0005783	CC	e	endoplasmic reticulum	33/273	1037/19370	1.5204079784816482e-05	5	33	0.0007013882069153497	213, 811, 1278, 1522, 2826, 2896, 3107, 4040, 4121, 5045, 5351, 6653, 6782, 7415, 8878, 9601, 9780, 9900, 10273, 10434, 10525, 10558, 10652, 10857, 11315, 11322, 51284, 51726, 54495, 54602, 57205, 80762, 259230
GO:0005829	CC	e	cytosol	107/273	5286/19370	1.9629156194607962e-05	2	107	0.000882305405362763	81, 163, 226, 338, 375, 567, 811, 829, 998, 1453, 1512, 1656, 1938, 1964, 2495, 2512, 2597, 2760, 2931, 3094, 3394, 3560, 3561, 3716, 3837, 3932, 3936, 3965, 4067, 4121, 4282, 4522, 4627, 4851, 5119, 5216, 5230, 5272, 5315, 5347, 5518, 5538, 5683, 5685, 5925, 6122, 6124, 6129, 6147, 6156, 6176, 6207, 6230, 6234, 6235, 6348, 6767, 6772, 7094, 7128, 7171, 7415, 7430, 7453, 7706, 7805, 7879, 8027, 8439, 8775, 8878, 9146, 9525, 9632, 9636, 9961, 10019, 10213, 10254, 10273, 10434, 10437, 10478, 10553, 10575, 10652, 10768, 10856, 10890, 10963, 11060, 11315, 11337, 11345, 22934, 23011, 23521, 25930, 26154, 29110, 54928, 55300, 55361, 57674, 59342, 64397, 643246
GO:0035580	CC	e	specific granule lumen	7/273	62/19370	2.595201577444989e-05	7	7	0.0011373470913152665	567, 1509, 1522, 3837, 4758, 5768, 23071
GO:0034774	CC	e	secretory granule lumen	9/273	115/19370	3.6772258529610574e-05	6	9	0.0015722382732294472	226, 1512, 1938, 4282, 5315, 5683, 7415, 9961, 10213
GO:0043025	CC	e	neuronal cell body	16/273	354/19370	4.587549391538702e-05	3	16	0.0019147557341350821	102, 214, 338, 658, 958, 998, 2931, 3676, 3783, 4040, 5538, 9900, 10652, 10857, 55361, 81539
GO:0060473	CC	e	cortical granule	3/273	6/19370	5.366903690330173e-05	9	3	0.0021879493416625097	811, 3074, 4627
GO:0030670	CC	e	phagocytic vesicle membrane	7/273	72/19370	6.896157354220636e-05	7	7	0.002747491782261085	567, 811, 3107, 3133, 3135, 7879, 10890
GO:0016323	CC	e	basolateral plasma membrane	12/273	226/19370	9.205332280656703e-05	4	12	0.0035859883306647113	483, 490, 1015, 2319, 2683, 2760, 7037, 7430, 8825, 10211, 55327, 81539
GO:0005912	CC	e	adherens junction	10/273	162/19370	0.0001035497501917699	5	10	0.003946145914916797	102, 1656, 2319, 4067, 4627, 4851, 7094, 10211, 10890, 11315
GO:0005769	CC	e	early endosome	13/273	268/19370	0.00011777907011709265	8	13	0.004392908721601349	338, 3135, 3482, 4040, 4924, 5119, 6653, 7037, 9146, 10211, 23011, 25930, 222236
GO:0000421	CC	e	autophagosome membrane	5/273	35/19370	0.00012311384956544628	6	5	0.004496220381004736	7879, 10159, 11337, 11345, 643246
GO:1990712	CC	e	HFE-transferrin receptor complex	3/273	8/19370	0.00014715448171706596	5	3	0.005264526662245237	567, 658, 7037
GO:0008043	CC	e	intracellular ferritin complex	2/273	2/19370	0.0001979223009437996	3	2	0.006803093991264327	2495, 2512
GO:0034669	CC	e	integrin alpha4-beta7 complex	2/273	2/19370	0.0001979223009437996	6	2	0.006803093991264327	3676, 3695
GO:0030658	CC	e	transport vesicle membrane	5/273	39/19370	0.00020854360865488105	6	5	0.007030325884077048	3113, 3117, 3122, 6653, 26154
GO:0055038	CC	e	recycling endosome membrane	7/273	89/19370	0.0002632703797779317	7	7	0.0084551264119883	567, 3107, 3133, 3135, 6653, 10890, 53373
GO:0031410	CC	e	cytoplasmic vesicle	13/273	291/19370	0.0002642373349070141	6	13	0.0084551264119883	1522, 2319, 4040, 4121, 7037, 7805, 10211, 11337, 11345, 55361, 79932, 219972, 643246
GO:0022627	CC	e	cytosolic small ribosomal subunit	5/273	41/19370	0.0002652777824639797	5	5	0.0084551264119883	6207, 6230, 6234, 6235, 9636
GO:0032580	CC	e	Golgi cisterna membrane	7/273	90/19370	0.00028208927469446825	4	7	0.008830401759632192	2589, 2683, 4924, 6480, 8702, 23011, 80146
GO:0005790	CC	e	smooth endoplasmic reticulum	4/273	26/19370	0.000451902147556315	6	4	0.013897973064319651	338, 811, 10525, 11337
GO:0042470	CC	e	melanosome	7/273	100/19370	0.0005364975171339115	8	7	0.016215174957512873	483, 1509, 7037, 9601, 10211, 10575, 23193
GO:0016021	CC	e	integral component of membrane	72/273	3500/19370	0.0006185003672126341	3	72	0.018376799046165213	102, 1015, 1236, 1362, 1829, 2589, 2650, 2683, 2734, 3108, 3109, 3112, 3386, 3459, 4040, 4121, 4122, 4124, 4245, 4248, 4249, 4851, 6480, 6526, 6653, 7357, 7903, 8676, 8702, 8795, 9214, 9741, 9780, 9900, 9902, 10052, 10159, 10558, 10653, 10752, 11226, 23788, 26154, 28982, 50615, 51284, 53373, 53838, 54495, 54602, 54741, 54928, 55830, 56650, 56670, 57205, 57515, 57613, 64645, 79037, 79158, 79932, 80146, 80762, 81539, 84898, 116254, 128338, 219972, 221955, 283897, 388512
GO:0044297	CC	e	cell body	6/273	77/19370	0.0007614700826868749	2	6	0.02210963290871007	7430, 10159, 10575, 10857, 11315, 11337
GO:0005770	CC	e	late endosome	8/273	138/19370	0.0007693597304228832	8	8	0.02210963290871007	375, 2896, 3482, 4074, 5641, 5660, 7879, 8878
GO:0097225	CC	e	sperm midpiece	4/273	32/19370	0.0010172329904051642	2	4	0.028304911621908777	1235, 8878, 11337, 259307
GO:0042788	CC	e	polysomal ribosome	4/273	32/19370	0.0010172329904051642	6	4	0.028304911621908777	1938, 6156, 6234, 6235
GO:0097452	CC	e	GAIT complex	2/273	4/19370	0.001165494759220046	2	2	0.031923629889261576	2597, 23521
GO:0032585	CC	e	multivesicular body membrane	3/273	16/19370	0.0013535174072102766	8	3	0.03650332330522485	6653, 9146, 54602
GO:0101031	CC	e	chaperone complex	3/273	17/19370	0.0016265225100662117	2	3	0.043201423638576805	10273, 10963, 51726
GO:0098556	CC	e	cytoplasmic side of rough endoplasmic reticulum membrane	2/273	5/19370	0.0019244128103312527	5	2	0.04907413423140995	6234, 6235
GO:0097025	CC	e	MPP7-DLG1-LIN7 complex	2/273	5/19370	0.0019244128103312527	4	2	0.04907413423140995	8825, 55327
GO:0071682	CC	e	endocytic vesicle lumen	3/273	18/19370	0.0019316116725426621	5	3	0.04907413423140995	338, 811, 10525
GO:0023026	MF	e	MHC class II protein complex binding	9/273	27/19370	7.137805550732232e-08	4	9	0.0003162761639529452	567, 931, 3108, 3109, 3112, 3113, 3117, 3122, 5315
GO:0038023	MF	e	signaling receptor activity	15/273	209/19370	2.9592061091047646e-07	2	15	0.0006556121134721606	958, 962, 1235, 1439, 2287, 3482, 3695, 4065, 8795, 9902, 10159, 10507, 79037, 81793, 151888
GO:0045296	MF	e	cadherin binding	18/273	315/19370	5.795613356035679e-07	4	18	0.0007327306267992114	226, 829, 1015, 1453, 1656, 1938, 4627, 5216, 5315, 5795, 6147, 6772, 7094, 7430, 7706, 10528, 10652, 11315
GO:0042605	MF	e	peptide antigen binding	6/273	24/19370	8.068014156331994e-07	4	6	0.0007327306267992114	3107, 3113, 3117, 3122, 3133, 3135
GO:0005178	MF	e	integrin binding	14/273	142/19370	8.268230950115226e-07	4	14	0.0007327306267992114	81, 102, 811, 1015, 2208, 3384, 3386, 3676, 3695, 3936, 4067, 4627, 7094, 9636
GO:0030246	MF	e	carbohydrate binding	13/273	174/19370	1.176339961815422e-06	2	13	0.0008687270618006892	811, 969, 2208, 2589, 3965, 4065, 4122, 4124, 4125, 6402, 9902, 11226, 23193
GO:0042802	MF	e	identical protein binding	47/273	1491/19370	1.5646835509348066e-06	3	47	0.0009904446877417325	213, 214, 226, 567, 931, 969, 998, 1075, 1278, 2512, 2597, 3074, 3135, 3482, 3932, 4040, 4175, 4282, 4627, 4851, 5119, 5347, 5925, 6129, 6348, 6767, 6772, 7037, 7124, 7128, 7171, 7415, 7430, 8743, 8878, 9525, 9961, 10768, 10856, 11315, 22934, 29110, 53373, 80146, 81793, 222236, 388512
